"","accident_severity","first_road_class_A","first_road_class_B","first_road_class_C","first_road_class_Unclassified","road_type_one_way","road_type_dual_c","road_type_single_c","speed_limit_20","speed_limit_30","junction_detail_not_at","junction_detail_t_junction","junction_detail_crossroads","junction_detail_other","pedestrian_crossing_human_control_none","pedestrian_crossing_physical_facilities_none","pedestrian_crossing_physical_facilities_pelican_puffin","pedestrian_crossing_physical_facilities_pedestrian_phase","light_conditions_daylight","light_conditions_dark_lit","weather_conditions_fine_no_wind","weather_conditions_rain_no_wind","road_surface_conditions_dry","road_surface_conditions_wet","vehicle_type_veh1_cycle","vehicle_type_veh1_taxi","vehicle_type_veh1_car","vehicle_type_veh1_bus","vehicle_manoeuvre_veh1_reversing","vehicle_manoeuvre_veh1_slowing_stopping","vehicle_manoeuvre_veh1_moving_off","vehicle_manoeuvre_veh1_turning_left","vehicle_manoeuvre_veh1_turning_right","vehicle_manoeuvre_veh1_going_ahead_other","vehicle_location_restricted_lane_veh1_","junction_location_veh1_not_at","junction_location_veh1_approaching","junction_location_veh1_cleared","junction_location_veh1_mid_junction","skidding_and_overturning_veh1_none","vehicle_leaving_carriageway_veh1_did_not","vehicle_leaving_carriageway_veh1_nearside","hit_object_off_carriageway_veh1_none","first_point_of_impact_veh1_no_impact","first_point_of_impact_veh1_front","first_point_of_impact_veh1_back","first_point_of_impact_veh1_offside","first_point_of_impact_veh1_nearside","journey_purpose_of_driver_veh1_work_related","journey_purpose_of_driver_veh1_commute","sex_of_driver_veh1_male","sex_of_driver_veh1_unknown","age_band_of_driver_veh1_16_20","age_band_of_driver_veh1_21_25","age_band_of_driver_veh1_26_35","age_band_of_driver_veh1_36_45","age_band_of_driver_veh1_46_55","age_band_of_driver_veh1_56_65","age_band_of_driver_veh1_66_75","age_band_of_driver_veh1_over_75","casualty_class_cas1_driver_rider","casualty_class_cas1_passenger","casualty_class_cas1_pedestrian","sex_of_casualty_cas1_male","sex_of_casualty_cas1_female","age_band_of_casualty_cas1_0_5","age_band_of_casualty_cas1_6_10","age_band_of_casualty_cas1_11_15","age_band_of_casualty_cas1_16_20","age_band_of_casualty_cas1_21_25","age_band_of_casualty_cas1_26_35","age_band_of_casualty_cas1_36_45","age_band_of_casualty_cas1_46_55","age_band_of_casualty_cas1_56_65","age_band_of_casualty_cas1_66_75","age_band_of_casualty_cas1_over_75","pedestrian_location_cas1_not_pedestrian","pedestrian_location_cas1_using_crossing","pedestrian_location_cas1_not_using_crossing","pedestrian_location_cas1_in_carriageway_crossing","pedestrian_location_cas1_footway_verge","pedestrian_location_cas1_in_carriageway_not_crossing","bus_passenger_cas1_not_passenger","bus_passenger_cas1_boarding","bus_passenger_cas1_alighting","bus_passenger_cas1_standing","bus_passenger_cas1_seated","casualty_type_cas1_pedestrian","casualty_type_cas1_cyclist","casualty_type_cas1_taxi","casualty_type_cas1_car","casualty_type_cas1_bus","casualty_type_cas1_motorcylces","age_band_of_casualty_cas1_under_10","age_band_of_casualty_cas1_11_20","age_band_of_casualty_cas1_over_65","age_band_of_driver_veh1_over_65","age_band_of_driver_veh1_16_25"
"vehicle_type_veh1_cycle",-0.00424561591098482,-0.020999209339318,0.0165425221875195,-0.00192641542130374,0.0114179196720466,-0.000892572566868126,0.00248295513649435,-0.00723631798203415,-0.00722817044541166,0.0072281704454116,0.0162934343741512,-0.00614397562432599,0.00406061767707932,-0.0231459158179299,-0.0496845916655582,-0.0340264776351967,0.0251038041781913,0.0110083567736898,-0.00618629028771836,0.00144545662103511,-0.00450305439832271,0.00217204541059114,-0.00454920255287853,-0.00942882702067839,1,-0.0315025611835791,-0.146333796153733,-0.0287197907398665,-0.0262457163467475,0.0127191171204077,0.00152202361485497,-0.0192717343208683,-0.0124512419547526,0.0240150883849687,-0.0234998526834534,0.0161345637834038,-0.0159686914516268,-0.0332313342862355,0.038173371597202,-0.0301905502153498,-0.00694851102073392,0.000480907150285288,0.0294880060054132,0.0350810362524516,0.046344617680695,-0.0258315441569756,-0.023321240294643,-0.046541470956449,-0.0587440798722911,0.0231888581443574,0.0318860811048034,-0.00528379660031578,0.0189115811963858,0.0170271676304922,0.0397631322975662,-0.0376783074099052,-0.0102192477185567,-0.0188388010856595,-0.0184183615025058,-0.0141836124167771,0.0804510105966321,-0.0249885627896809,-0.0471058710870528,-0.0165273578597758,0.0165273578597758,-0.0161189715237929,0.00812029560206433,-0.00363728852370529,-0.0168008267613448,-0.0317944084369216,0.000201480552068282,-0.00528443737818674,0.0570461888352624,0.0117407695281915,-0.0036172373080311,-0.00656996582849188,0.0471058710870528,0.0354129279226655,-0.0336557005230272,-0.0263032419844497,0.0259025228848668,-0.023772027331328,0.0137672837997914,-0.00472380381920021,-0.00545692537337775,-0.00820305565683545,-0.00820305565683566,-0.0471058710870528,0.589951702050821,-0.0102531865996827,-0.0311354967367256,-0.0136259304299354,-0.0131935566379817,-0.0017885400232836,-0.0152856281002642,-0.00752395144704114,-0.0235944278535773,0.0260190332879901
"vehicle_type_veh1_taxi",0.0456795826220201,-0.00779200655345485,-0.0180459941931159,-0.00701541947438475,0.0170942438832336,0.0710643722115965,-0.0413691537296129,-0.00506497409428662,0.0102157533041255,-0.0102157533041255,-0.00560328489396889,-0.00891285229557445,0.00652974505886839,0.0241095308796404,0.00239990362609709,-0.0188604092353282,0.00208999496883949,0.0284496776514597,-0.163000967804286,0.165843885707602,-0.0636343013038361,0.0438249506431006,-0.0650874053731611,0.054979600021486,-0.0315025611835791,1,-0.532903210774179,-0.104588749149642,-0.0253858358147889,0.0349538097006739,0.015160074047212,-0.00625056649060649,0.109161562118486,-0.0650974757983257,0.00750415689883117,-0.00618471115666845,-0.0139551161680059,0.00815193520679724,0.00262539221402777,0.0580264265265565,0.0476243880750558,-0.044063601899268,0.0534999160031841,0.00528529090089565,0.00506415865650066,-0.028390179034332,0.0139005334809111,-0.00374426278199047,0.389354476255984,-0.107187040706942,0.158904116415727,-0.00770075178700194,-0.0809482192415087,-0.0673065256282225,-0.0798564800432617,0.0168609126255568,0.141445465955701,0.0510661621595695,-0.00041921296719656,-0.0327131902365177,-0.0861434064842769,0.0385352436991365,0.0424471626532868,0.0143486485515372,-0.0143486485515372,-0.00837343874077093,-0.0605527700047059,-0.0668733945467126,0.0720505905106001,0.0594271031817623,0.0363808255378085,0.0288140150263014,-0.000637158898555302,-0.0244321795901276,-0.067003171409783,-0.00707949951119245,-0.0424471626532868,0.0177672740588938,0.022992067082271,0.0179249748689136,-0.0304678763046749,0.013429526061073,0.0501362633471231,-0.0172026578171629,-0.0198724637019087,-0.0298730355706369,-0.029873035570637,0.0424471626532868,-0.0185849895892137,0.325471524043121,-0.113386016191486,-0.0496214973352432,-0.0480469233950926,-0.056960077505142,0.00245721569258149,-0.052836517058845,-0.0207902938613095,-0.106770421237066
"vehicle_type_veh1_car",0.0264728660417222,-0.00214333712911141,0.0369118948271722,0.0131645284407161,-0.017936801283519,-0.11205084067602,0.0318515795195567,0.039551368225392,0.0248710620364084,-0.0248710620364085,-0.00408506173303624,0.0108145520233183,-0.023176460875688,0.000533849718575274,0.00210789012315767,0.0248152871249245,-0.00295259885820302,-0.0382501301862073,0.023811532455197,-0.0361238425729411,0.0280248339520552,-0.00712932140550608,0.00819575529861777,-0.00160541494901864,-0.146333796153733,-0.532903210774179,1,-0.485829346028364,0.0380180898491386,-0.124678206219247,-0.0875380239245901,-0.00656686282124241,-0.0502253037566865,0.105422950522084,0.0889169227241433,-0.0029946523336523,-0.0012055406487261,0.0148349169042886,-0.0330251424000401,0.00469747045718851,-0.0682442027006078,0.0518442644984622,-0.132464666567008,-0.140436430835282,0.0475043816705214,0.0185587573596044,0.0448083533707806,-0.0085856877613449,-0.574127411858508,0.108131151838613,-0.2684608828933,0.0111261240922756,0.0764838158648942,0.0914636712037923,0.0685154837267123,-0.0331047259138687,-0.166035607056903,-0.0510918500751007,0.066215328636579,0.0778589353939846,-0.0155732678357576,-0.116523291505726,0.0914611587675815,0.0119259821359117,-0.0119259821359117,0.0313354509145678,0.115659238440699,0.11214111204549,-0.0191706709760504,-0.0395891460245008,-0.0501586852461722,-0.0339710425361556,-0.0696729965481005,0.00281848227431306,0.0148837134476061,-0.0284095968250195,-0.0914611587675815,-0.0331730822403978,0.028682753167138,0.12498692018968,-0.0788227426140796,-0.0507483838296688,0.232889944972838,-0.0799087479792419,-0.0923103691627204,-0.138764422111977,-0.138764422111978,0.0914611587675815,-0.0863298721084576,-0.173444820178151,0.212770375368495,-0.230498784958554,-0.223184669111163,0.117185114815358,0.0715273886634828,-0.010898529290477,0.101623762712349,0.12387500459237
"vehicle_type_veh1_bus",-0.0144092849713246,-0.00785277646715259,-0.0638627568282983,-0.00639571424312428,0.0403818458682236,0.0856459921197482,-0.0328958342391939,-0.0205829841054672,-0.023997582327369,0.0239975823273688,0.0120983612018128,-0.0298291378822779,0.00702841898491487,0.0270102942931413,0.0149715843298694,-0.0574539704802191,0.033662749559844,0.0465840843354107,0.0621036169578731,-0.049848863891025,0.0525929828675338,-0.0531768886092786,0.0782621231208514,-0.0749349681891151,-0.0287197907398665,-0.104588749149642,-0.485829346028364,1,-0.0813162698425606,0.132264509498187,0.117522617588011,0.0278937650132402,-0.0260281609425972,-0.0540945952159041,-0.147970776124944,0.0115690549614342,0.00763062402321509,-0.0239135208446313,0.0581331812342703,0.0654229274866161,0.068449405272923,-0.0488422769530991,0.0820602827956043,0.1925019259875,-0.0689802609080558,-0.0562640868134239,-0.0825308493365187,0.0545354936761248,0.384454625768047,-0.104212471975613,0.133695535409019,-0.0060357146880095,-0.0603411006152412,-0.0645228584147772,-0.0386999623767211,0.0219680012888017,0.0875812820442614,0.0752784002037381,-0.053166585521044,-0.0470897039910254,-0.100409390277755,0.214484589088715,-0.0655743509638872,-0.0409663926793605,0.0409663926793605,0.018810150697218,-0.0718936497103609,-0.0665054487108341,-0.0218586637113315,0.0137157646817948,0.011555019551126,0.0281327067946742,0.0141076776255617,0.00699490419668244,0.0385970337069854,0.0438572243806918,0.0655743509638872,0.0311406822854784,-0.026163748916766,-0.117661508789293,0.106173085548441,0.0542205277044565,-0.468864277423055,0.134452028478157,0.190005749791283,0.285623796187648,0.285623796187647,-0.0655743509638872,-0.0169432894295279,-0.0340406595834995,-0.103370092319484,0.474443931481075,-0.0438027110735574,-0.0519079282023885,-0.067147067411266,0.0604679617508508,-0.0719516090337846,-0.0914295324644469
"vehicle_manoeuvre_veh1_reversing",0.0128417417684888,-0.0553473239457298,-0.056223085986209,-0.00584475365368442,0.0808985231742177,0.0772040595958003,-0.0611164993308491,0.0105694100614207,-0.0219303038965928,0.0219303038965928,0.0487779058313186,-0.00846884394579193,-0.0251190305395116,-0.00721701723146338,0.00854287657260651,0.051455903077375,-0.0218666932192051,-0.0541003557710679,0.0962212123668623,-0.0896434920799664,0.0580889019162686,-0.03683150464329,0.0505663273346471,-0.0359757603513381,-0.0262457163467475,-0.0253858358147889,0.0380180898491386,-0.0813162698425606,1,-0.0750358437854866,-0.0915319273999195,-0.05847053462047,-0.0876053307164924,-0.294305853733215,-0.0905360245402494,0.0515782697872813,0.00372184655375454,-0.0542222243909377,-0.0392131138314749,0.0698229741480958,0.0467422996436318,-0.0411490360982933,0.0496028132876741,-0.0439079648932846,-0.262984156634663,0.83787436649139,-0.0879902275630398,-0.104310807789304,-0.029244774245008,-0.0633102171355221,0.00366236593160596,0.0403193003896251,-0.0238991301528186,-0.0196064302736327,0.00348782233376186,0.0425062080546298,-0.00525114138239033,-0.00357054572201817,-0.00422359398840899,-0.021016188700351,-0.0750229666553466,-0.0365320041852727,0.0845251986892748,-0.0634746808337846,0.0634746808337846,0.0388530784041706,-0.050551021236858,-0.0796120894044089,-0.0488374375882158,-0.0535831542085045,-0.0353033533491556,0.0337404051390948,0.0277311345398918,0.0538465309108172,0.0682908284340942,0.106709596959433,-0.0845251986892748,-0.0715405408100419,0.00556732263097869,0.0504054932199602,0.101155959831366,0.0578027754492241,0.0417700052648487,-0.0143320435074585,-0.0165563378289121,-0.0248881103169441,-0.0248881103169441,0.0845251986892748,-0.0154837050303076,-0.0160450191374018,-0.0563145618041731,-0.0413411384608431,-0.0400293142964727,-0.0224867097776178,-0.0972515193874122,0.128965881210589,-0.0165179391419584,-0.0313041279577398
"vehicle_manoeuvre_veh1_slowing_stopping",0.052692567271687,0.0195917970612223,-0.0145971158681393,-0.00550757330107371,-0.010421911185183,0.0122231113677201,0.0079798104364547,-0.0210605205423023,0.00168695165253141,-0.00168695165253164,0.0279286548948174,-0.037329541300068,0.00100079344333024,-0.0072290478585069,-0.0546848649768957,0.0123276744069215,-0.0209102234273869,-0.000806071541078807,0.0274281822324599,-0.0136949928956246,-0.0198091334878026,-0.00609375180761699,-0.0224344580047792,-0.00545387596459799,0.0127191171204077,0.0349538097006739,-0.124678206219247,0.132264509498187,-0.0750358437854866,1,-0.0862515050956481,-0.0550974043486292,-0.0825514314331566,-0.277327524548252,-0.00960986465489515,0.0274736240689423,0.0704000631150696,-0.0350623101216642,-0.0750395055396148,-0.0582277150942795,0.0209238354376004,-0.0202458017636627,0.0423506344000211,0.0655332246590508,-0.0349896624263917,-0.0671551713086908,0.010409031940494,0.0308942246501637,0.0921097439276655,0.0567048054504884,0.00927699884010322,-0.0482893530684522,0.0128252357928707,-0.0339423917332347,0.0104094710647079,0.00245018810512406,0.0446662169070215,-0.0305416190016486,-0.00735155264460902,-0.0289647083072894,0.0016063517812367,0.0732618433649906,-0.0509870061440476,-0.0226991543926659,0.0226991543926659,0.036015019558651,0.0335936502781811,0.0202201154681577,-0.0238627884362065,-0.0288451305519023,0.00493738146426553,0.00948036669163551,-0.00982995663720547,0.0102754791342863,-0.0227818751634972,-0.0167222524410107,0.0509870061440476,-0.0635802714691409,0.0386919628773497,-0.0237236332944853,0.0367312405392072,-0.0031910994647318,-0.115606878547864,-0.013505236464797,0.0434605207400883,0.0949260979243511,0.0751963599243823,-0.0509870061440476,0.0169725751287638,0.0658060474276871,-0.0603358039229399,0.117550027951078,0.0740343780161773,0.0487518955718015,-0.0022888487933268,-0.0287723918566915,-0.0239888679629517,-0.0198853859594639
"vehicle_manoeuvre_veh1_moving_off",-0.000940986910046739,0.000241026007099412,0.00033152657595791,-0.00671837316822562,0.000209264218121131,0.0488207172390912,-0.0040156872659518,-0.0324780666235466,0.0315346349377597,-0.0315346349377598,-0.0314548771826357,0.0085372579610014,5.49914680627755e-05,0.0128012035942537,-0.041407722601829,-0.0216872470204342,-0.00345507510105411,0.0448184959310442,-0.0252104829490054,0.0429089516517524,0.0025528109375883,-0.00506722539351556,0.0370277488017823,-0.0290052597755295,0.00152202361485497,0.015160074047212,-0.0875380239245901,0.117522617588011,-0.0915319273999195,-0.0862515050956481,1,-0.067210167305909,-0.100699762240306,-0.338295960468136,-0.0428723857809521,-0.0320128368863785,0.00661109842205144,0.0408936230009777,0.0107512348549805,0.0703511152339399,0.0523492711519865,-0.0328807736390736,0.0825525183708551,0.074670903781684,-0.0590007761263753,-0.0674210452351254,0.0248228094297286,0.0421431715064259,0.0702050482187062,-0.0291504857687396,0.0298892593465842,0.010847087331717,-0.00642957465567499,0.00335103671280329,-0.000549994757062161,0.0206665410969754,-0.0034550751010539,0.0118497006061107,-0.0182285760452293,-0.0396614017743399,-0.0657274422259449,0.0702851658371041,0.00464837485212917,-0.0249912218009143,0.0249912218009143,-0.0127950731371165,-0.0386415026140976,-0.0598777816410494,0.0122787475609521,-0.0058626658054008,-0.0128294091167679,0.00780502252898546,0.0319851964354036,0.0165997013473335,0.0115349109709386,0.0578976577365966,-0.00464837485212917,0.0194502410105924,0.0150546078485492,-0.069952839018802,0.024297910898529,0.0571659134149654,-0.0831194102170441,0.0988950581546849,0.0309468477751258,0.0381728421114617,0.0214775930859672,0.00464837485212917,0.00891048582180205,0.0447319966804278,-0.0551937503713179,0.0747273802130818,-0.0144904307702706,-0.0404230237131925,-0.0366720292151645,0.0518863120078938,-0.0393736218789432,-0.00130517688409506
"vehicle_manoeuvre_veh1_turning_left",0.0475365847526585,-0.0237737961229226,-0.00551351144070986,-0.0042916923316783,0.025436984026571,0.0363702553108394,-0.00658383921772515,-0.0226324869767518,-0.0161030083800115,0.0161030083800115,-0.177879117077605,0.103663635200619,0.101240082849415,0.00369673832987457,0.00146814428224835,-0.0633083029800326,0.0023715174666854,0.0826747002507117,0.0193385655558777,-0.0131522961227117,0.00826909814003757,-0.0182307060658844,0.00383348283893515,-0.00602385934352407,-0.0192717343208683,-0.00625056649060649,-0.00656686282124241,0.0278937650132402,-0.05847053462047,-0.0550974043486292,-0.067210167305909,1,-0.064326941446552,-0.216103235563846,-0.009645307732584,-0.178242509548552,0.0247407100189865,0.0213359516125345,0.106674935671928,0.03892296572571,-0.0186667127144478,0.0230928515081554,-0.00173487010590113,0.00922693878545803,-0.0348895883535857,-0.049176981164205,0.0248779881614207,0.0473283269679212,0.0364486643149766,-0.0229419097026122,0.0261671844910532,0.0252955963830557,-0.0208790451465738,-0.030920091929758,0.0237930212474969,0.0218347281425797,-0.0140228858899652,0.0136153782681432,0.00427423497442073,-0.0315984288598485,-0.0160008592264423,-0.00398908033476198,0.0154475428630252,-0.0324354639039142,0.0324354639039142,-0.0102537263833014,-0.0192058540123215,-0.0395429438443765,-0.00791824871845845,0.00673726313909713,-0.0262043325066623,-0.00910003120221406,0.0245515639665856,0.0210184014918839,0.0578029817437338,0.0214335029554029,-0.0154475428630252,0.105056520414011,-0.00752100053014297,-0.0229469777116383,0.00893016524671151,-0.0349669281551282,0.0306709267680251,-0.0105237491368799,-0.0121570064901248,-0.0182748698278937,-0.0182748698278937,0.0154475428630252,-0.0113693924640686,-0.00302522881809378,0.0166768882406011,-0.0303560179655148,-0.0293927702325336,-0.0222205019063161,-0.0361450848184154,0.0571521207606768,-0.0163408058451011,-0.0387266112099794
"vehicle_manoeuvre_veh1_turning_right",0.0280051974406057,-0.0692156968911122,0.0132126505596598,-0.00643016398756324,0.0586394465447325,0.0643052134274608,-0.0458067617997267,-0.00539026443296191,0.0150813781501925,-0.0150813781501928,-0.251616857779631,0.142000650835174,0.112134089759836,0.0713726987866135,0.0257125505650987,-0.0548634502468554,0.00135647128405192,0.065887647654952,-0.083455788861989,0.0662510451239459,-0.074165282586452,0.0689126592441241,-0.0848609248203323,0.0806013575952838,-0.0124512419547526,0.109161562118486,-0.0502253037566865,-0.0260281609425972,-0.0876053307164924,-0.0825514314331566,-0.100699762240306,-0.064326941446552,1,-0.323783518371427,0.0589013405003925,-0.252160664211897,-0.0414449192674045,0.09459980878353,0.176203775870509,0.0359122418618381,0.0299097632151245,-0.0282433596495705,0.00906396286482763,-0.0248340410051746,0.0948745530025598,-0.080349589528317,0.0138455838954489,-0.0607462262897634,0.0420670470338346,0.0353400812283289,0.0301876323341676,-0.03776151925358,-0.000511294710944992,-0.00869194397487748,-0.00589399837829307,0.0349725682641164,-0.0254835738563887,0.0358074978877999,-0.0376368233024499,-0.0168588503986296,-0.0340048702522694,-0.022974105316787,0.0426648297390815,-0.0105610498042833,0.0105610498042833,-0.0448026864993874,-0.0610714722773832,-0.0864708058376862,-0.0277320673011998,-0.0220145152670347,0.0144856079547776,0.0550274971091292,0.0421525449959327,0.0542097339131163,0.0248304329710614,0.042846753596636,-0.0426648297390815,0.0757539876262974,0.00125430047592455,0.0113453577069406,-0.0437355536772316,-0.0540998470737733,0.0250436389309786,-0.0157675405141754,-0.0182146200817718,-0.0273809026283998,0.00722737104608702,0.0426648297390815,-0.0170345524173072,-0.00641551231255007,-0.0234345143462672,-0.0243641531527721,-0.0113669217297646,-0.0773265868008062,-0.0867925186019448,0.0499473441783021,-0.0406325049812835,-0.0074948244468358
"vehicle_manoeuvre_veh1_going_ahead_other",-0.0715147183388361,0.0783284882193424,0.0261619652560022,0.0198594543042388,-0.0883860464235268,-0.110298402867459,0.0387932690443643,0.0432471459305938,-0.0366048678785165,0.0366048678785204,0.160381046167909,-0.0832240882362871,-0.0655931545544287,-0.0507594902265214,0.0385689687538157,0.00759747933332195,0.0478651214111317,-0.048825903979336,-0.0213096929337167,0.0175651348177086,0.0175002065255196,-0.00404203545790926,0.024937459318574,-0.00803174192990422,0.0240150883849687,-0.0650974757983257,0.105422950522084,-0.0540945952159041,-0.294305853733215,-0.277327524548252,-0.338295960468136,-0.216103235563846,-0.323783518371427,1,0.0738258420676864,0.160315957361432,-0.0244885615524926,-0.0177374096019809,-0.0789060621160251,0.0403246347223243,0.0123829171666648,-0.0254592858158315,0.0267436064130769,-0.0446212300780606,0.124394765995129,-0.256370557360306,-0.00290741062957738,0.0443732994678025,-0.0902571745561286,0.0216127559416602,-0.0546344725096164,0.0363948161165043,-0.0176460048615421,0.021246099410817,0.00519584251928499,-0.0471316406993304,0.0022246158376989,0.00509463020726355,0.00968924728493899,0.065582621506772,-0.000541978987682753,-0.0746738676168571,0.0510975344514468,0.0596573760426594,-0.0596573760426597,-0.00218772438128874,0.0862200018100614,0.12366314285865,0.035855120589649,0.044515842853812,0.0185206686583966,-0.0340121757333689,-0.0615460240187442,-0.0743799884225557,-0.0723938302894058,-0.106973408388674,-0.0510975344514468,0.012763222786945,-0.0259513320310925,0.0638400037999188,-0.0658788326262075,0.00534990810617506,0.0417827572876647,-0.0360256077870976,-0.00246779048922288,-0.0135180241209276,-0.0331347212273413,0.0510975344514468,0.0212287361580175,-0.0440429188033321,-0.0297639485033863,-0.0390794665188951,-0.0059665345157676,0.0733894661618676,0.121291676844653,-0.132073251838218,0.0487545726981958,0.0063589380095122
"vehicle_location_restricted_lane_veh1_",0.0080455632327679,-0.000860365811182051,0.0470847447016746,0.00615104182098209,-0.0236780216618641,0.0126754612392789,0.0193336590181338,-0.0281904652770092,0.0027388416700678,-0.00273884167006809,-0.0664853104306063,0.0226152971762756,0.0575990253706266,0.00685454514953492,0.00931057698023156,-0.0179030830967986,0.00219560337950588,0.0287819908019564,-0.0180437336948489,0.0190573774416854,-0.0231368379954413,0.0042610678525386,-0.0396552792571403,0.040210971737846,-0.0234998526834534,0.00750415689883117,0.0889169227241433,-0.147970776124944,-0.0905360245402494,-0.00960986465489515,-0.0428723857809521,-0.009645307732584,0.0589013405003925,0.0738258420676864,1,-0.0691223787658918,0.0371715543565357,0.00692412943941215,0.0457151169597687,0.0942165293207225,0.318557874333467,-0.30431358753975,0.233097002216996,0.00143371624734393,0.036649253527346,-0.106432576025606,0.0260951591830466,-0.000594339862455203,-0.0525660970578598,0.080160381825509,-0.00773161647864527,-0.0637613737855606,-0.0263285766118542,0.0114881032637933,-0.0303045183344235,0.0267204557910286,-0.017696187921999,0.0228944109740919,0.0423181652908485,-0.017971529826227,-0.111813955798358,-0.0518935476319433,0.12424342623434,0.0128740492797857,-0.0128740492797857,0.0421289936007541,0.062019568742751,0.0558972357855009,-0.0105506297603938,0.00398012102656989,-0.0608380963789622,-0.0225276386696859,-0.0323513129896134,-0.0194100218299842,0.0212058215512594,-0.00121718208582335,-0.12424342623434,0.0642989387832001,0.0387101239208347,0.165330905097686,-0.361372274158694,-0.00923700090894624,0.0428238945278958,-0.0159343499189357,-0.0631964092940955,0.00823803931457109,-0.0276705731743636,0.12424342623434,-0.0124276404507321,0.00388505707250087,-0.135475157360613,-0.0331815158974975,-0.00307206387505568,0.0766848990586186,0.0349127384324686,0.0141117426713497,0.0225962869007879,-0.00718781913946027
"junction_location_veh1_not_at",-0.00776275055590114,0.0274961388548483,-0.0285845669197427,0.020168784182529,-0.0130160976871311,-0.124774247086335,0.00465017138648667,0.117819376235328,-0.0353853156593864,0.0353853156593861,0.998285069662696,-0.555575672541955,-0.405836844192574,-0.255565620496419,0.0362393850532863,0.281292435089311,-0.100997300757146,-0.254409429591251,0.0434191900604697,-0.0399899443264031,0.0347019322264252,-0.0118238252297815,0.0619426774181825,-0.0567301594832259,0.0161345637834038,-0.00618471115666845,-0.0029946523336523,0.0115690549614342,0.0515782697872813,0.0274736240689423,-0.0320128368863785,-0.178242509548552,-0.252160664211897,0.160315957361432,-0.0691223787658918,1,-0.547414218000242,-0.366923764589491,-0.31367525153112,-0.00131507753729727,-0.0048370166044931,0.0377370242725768,-0.0347491524419266,0.0317711279851061,-0.0455163049195287,0.0475143818197658,-0.0368338001958948,0.0349269548922576,-0.00824707219356277,-0.041556330647978,-0.0259018276450398,-0.00870238624968691,-0.0367150870559303,0.0117111223973076,-0.0109693216445789,0.0421976674587505,-0.00542026702856129,-0.00282730918915821,-0.0142713214991153,-0.00117750639834782,0.00739728159798807,0.0356515057442924,-0.0300796449551177,0.0205438537303879,-0.0205438537303879,0.0310842033361327,0.0745130230164704,0.0611731992509593,0.0411393125120998,-0.000682720855012302,-0.00632309519434703,0.00619110751280706,-0.0313294386990746,-0.0973930952621743,-0.0357583068949893,-0.0549617252138655,0.0300796449551177,-0.236214085964014,-0.0793396828816791,0.105156889183612,0.0765290190408375,0.120148879239808,-0.013832153787426,0.0494563003890307,-0.00156042758645266,-0.0121488426429717,0.00745745565696569,-0.0300796449551177,-0.00930072225872114,0.0522073741264807,0.0124719642329855,0.0110581384001022,-0.00994248034068571,0.081453734326248,0.0774159675355441,-0.0668393217361458,-0.0121462941471094,-0.0135784580247849
"junction_location_veh1_approaching",0.0114709681862517,-0.0255494030921452,-0.000408305618581158,-0.0110406792212946,0.0251100927976058,0.0574416607834796,0.0189746664749321,-0.053493353151097,0.038811179679259,-0.0388111796792594,-0.546475440750702,0.331347215215401,0.224557396012038,0.162694666574198,-0.0121151693081854,-0.116405845697485,0.0659316118202027,0.0795629506800265,-0.00674984793766344,0.0113316055058024,-0.0308790439703179,0.00403584332470031,-0.0319221779346604,0.0311645260256332,-0.0159686914516268,-0.0139551161680059,-0.0012055406487261,0.00763062402321509,0.00372184655375454,0.0704000631150696,0.00661109842205144,0.0247407100189865,-0.0414449192674045,-0.0244885615524926,0.0371715543565357,-0.547414218000242,1,-0.190455546551678,-0.162816359242713,-0.027943829713309,-0.00703095554083151,-0.0346124534249346,0.000467450394491934,0.024633405657108,-0.002980405132898,0.00820529801728378,0.0206705890004183,-0.0369979610949381,-0.0117699620247935,0.0206812186104706,0.0136291429488453,0.0128024699717459,0.0233955644323938,0.0225621631682022,0.00423918058955451,-0.050029933574007,0.00315840056623686,-0.0326996682691247,0.0462333726870776,0.0296169852166989,0.0268974236216011,0.0381778167492743,-0.0473210689603525,-0.0065868911784782,0.0065868911784782,-0.0187036993235241,-0.0295204050522909,-0.0260799959378761,-0.0048165823323618,0.0169101949752843,-0.00580346832708468,0.0125671330029833,0.0059607220515179,0.0361406864292129,0.0020351135902963,0.00838302496848232,0.0473210689603525,0.0683455931921415,0.0234311730334133,-0.0358824776767851,-0.0525170196349595,-0.0673493695373446,-0.0494704138062244,-0.027073082002647,0.0393964886354379,0.0474183217636382,0.0238103955568047,-0.0473210689603525,-0.0292485587119645,-0.0113393913332859,0.0308914218670206,0.0515554530200045,0.0283906526345778,-0.0357632716390956,-0.0235370045430768,0.00777132965482149,0.0554829973590329,0.0334239612027895
